,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2009-12,0.0,0.0
1,1,1,1,2010-12,0.0,0.0
2,2,2,2,2011-12,0.0,14.85
3,3,3,3,2012-12,0.67,20.68
4,4,4,4,2013-12,1.47,24.44
5,5,5,5,2014-12,0.02,26.75
6,6,6,6,2015-12,-0.2,21.45
7,7,7,7,2016-12,1.82,17.32
8,8,8,8,2017-12,1.83,5.83
9,9,9,9,2018-12,-0.86,5.51
10,10,10,10,TTM,0.0,2.79
