,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2009-12,0.0,19.36
1,1,2010-12,5.8,18.26
2,2,2011-12,6.27,13.91
3,3,2012-12,7.08,12.26
4,4,2013-12,3.16,13.07
5,5,2014-12,-0.05,7.97
6,6,2015-12,6.7,12.11
7,7,2016-12,6.65,12.77
8,8,2017-12,3.52,14.78
9,9,2018-12,12.98,10.91
10,10,TTM,0.0,11.8
