,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2010-09,1.24,5.31
1,1,1,1,1,2011-09,2.61,12.86
2,2,2,2,2,2012-09,-0.74,15.23
3,3,3,3,3,2013-09,1.92,16.9
4,4,4,4,4,2014-09,2.03,14.71
5,5,5,5,5,2015-09,1.52,8.19
6,6,6,6,6,2016-09,4.62,-0.85
7,7,7,7,7,2017-09,0.34,-2.48
8,8,8,8,8,2018-09,0.51,10.28
9,9,9,9,9,2019-09,2.61,-0.57
10,10,10,10,10,TTM,0.0,-0.31
