Date,ROIC,FCFPS
2012-12,11.44,2.37
2013-12,13.04,2.21
2014-12,20.88,0.98
2015-12,11.91,2.81
2016-12,11.33,4.06
2017-12,4.95,2.82
2018-12,18.5,2.35
2019-12,16.94,1.13
2020-12,9.15,2.9
2021-12,13.68,1.62
TTM,12.27,0.0
