,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2010-12,0.62,3.62
1,1,1,1,1,2011-12,0.57,8.07
2,2,2,2,2,2012-12,0.67,3.58
3,3,3,3,3,2013-12,0.61,4.43
4,4,4,4,4,2014-12,0.94,2.85
5,5,5,5,5,2015-12,0.95,7.72
6,6,6,6,6,2016-12,0.96,7.37
7,7,7,7,7,2017-12,1.02,8.86
8,8,8,8,8,2018-12,0.01,5.46
9,9,9,9,9,2019-12,-0.43,4.51
10,10,10,10,10,TTM,0.0,4.51
