,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2007-12,0.0,15.68
1,1,1,1,1,1,2010-12,0.0,0.0
2,2,2,2,2,2,2011-12,0.0,0.0
3,3,3,3,3,3,2012-12,0.0,0.0
4,4,4,4,4,4,2013-12,1.24,3.38
5,5,5,5,5,5,2014-12,1.41,5.65
6,6,6,6,6,6,2015-12,1.82,7.25
7,7,7,7,7,7,2016-12,2.07,6.99
8,8,8,8,8,8,2017-12,2.68,8.29
9,9,9,9,9,9,2018-12,2.96,8.1
10,10,10,10,10,10,TTM,0.0,7.78
