,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2009-12,0.0,12.4
1,1,1,1,1,1,2010-12,-0.5,8.35
2,2,2,2,2,2,2011-12,-0.47,-0.54
3,3,3,3,3,3,2012-12,-0.23,-11.52
4,4,4,4,4,4,2013-12,0.13,0.65
5,5,5,5,5,5,2014-12,0.05,-3.98
6,6,6,6,6,6,2015-12,-0.16,2.56
7,7,7,7,7,7,2016-12,-0.27,-7.66
8,8,8,8,8,8,2017-12,-0.15,14.43
9,9,9,9,9,9,2018-12,-0.26,-21.8
10,10,10,10,10,10,TTM,0.0,-3.35
