,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2010-03,-8.11,0
1,1,1,1,1,1,2011-03,-15.91,0
2,2,2,2,2,2,2012-03,-12.29,0
3,3,3,3,3,3,2013-03,-12.05,0
4,4,4,4,4,4,2014-03,-15.4,0
5,5,5,5,5,5,2015-03,-16.96,0
6,6,6,6,6,6,2016-03,-21.16,0
7,7,7,7,7,7,2017-03,-14.19,0
8,8,8,8,8,8,2018-03,-22.71,0
9,9,9,9,9,9,2019-03,-17.17,0
10,10,10,10,10,10,TTM,0.0,0
