,FCFPS,ROIC
2010-03,1.76,13.17
2011-03,1.94,10.06
2012-03,2.14,18.37
2013-03,1.86,10.34
2014-03,1.65,12.39
2015-03,1.28,11.45
2016-03,0.99,37.26
2017-03,-0.68,0.66
2018-03,1.39,12.81
2019-03,1.59,1.47
TTM,0.0,31.26
