,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,17.91
1,1,1,2010-12,-11.43,3.14
2,2,2,2011-12,2.08,8.57
3,3,3,2012-12,-32.65,3.59
4,4,4,2013-12,23.64,3.55
5,5,5,2014-12,-11.7,4.17
6,6,6,2015-12,-8.0,3.44
7,7,7,2016-12,-2.76,3.95
8,8,8,2017-12,-58.14,9.41
9,9,9,2018-12,40.31,7.65
10,10,10,TTM,0.0,6.27
