,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,-2.51
1,1,1,2010-12,1.31,8.84
2,2,2,2011-12,1.07,3.6
3,3,3,2012-12,3.83,2.92
4,4,4,2013-12,2.33,2.78
5,5,5,2014-12,1.34,30.17
6,6,6,2015-12,2.25,-0.55
7,7,7,2016-12,3.31,3.97
8,8,8,2017-12,2.04,8.11
9,9,9,2018-12,3.01,3.43
10,10,10,TTM,0.0,3.89
