,FCFPS,ROIC
2010-08,-0.3,-166.87
2011-08,-0.3,-69.19
2012-08,-0.39,-85.94
2013-08,-0.51,-71.37
2014-08,-0.41,-40.35
2015-08,-0.45,-32.44
2016-08,-0.26,-44.1
2017-08,0.23,-48.21
2018-08,-0.85,-54.14
2019-08,-0.83,-59.91
TTM,0.0,-58.75
