,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2009-12,0.0,35.39
1,1,2010-12,3.14,28.63
2,2,2011-12,3.89,25.28
3,3,2012-12,1.78,17.16
4,4,2013-12,4.6,18.1
5,5,2014-12,5.68,21.46
6,6,2015-12,5.9,9.9
7,7,2016-12,7.2,15.45
8,8,2017-12,6.37,18.19
9,9,2018-12,3.47,22.03
10,10,TTM,0.0,24.26
