,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2010-08,0.18,4.15
1,1,1,1,1,1,1,2011-08,-4.47,3.53
2,2,2,2,2,2,2,2012-08,-0.05,8.15
3,3,3,3,3,3,3,2013-08,-0.49,0.27
4,4,4,4,4,4,4,2014-08,3.74,13.65
5,5,5,5,5,5,5,2015-08,-0.83,19.82
6,6,6,6,6,6,6,2016-08,8.42,17.09
7,7,7,7,7,7,7,2017-08,2.11,9.66
8,8,8,8,8,8,8,2018-08,4.01,10.82
9,9,9,9,9,9,9,2019-08,-8.41,4.93
10,10,10,10,10,10,10,TTM,0.0,4.38
