,FCFPS,ROIC
2009-12,0.0,0.0
2010-12,-33.24,-119.01
2011-12,-37.88,-138.08
2012-12,-32.19,-102.52
2013-12,-37.34,-109.48
2014-12,-25.25,-110.8
2015-12,-20.6,-104.46
2016-12,-8.35,-58.11
2017-12,-1.82,-29.0
2018-12,-1.79,-12.28
TTM,0.0,-17.19
