,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2010-12,4.55,13.62
1,1,1,1,1,1,2011-12,2.06,13.05
2,2,2,2,2,2,2012-12,3.32,16.21
3,3,3,3,3,3,2013-12,3.98,17.59
4,4,4,4,4,4,2014-12,4.84,16.72
5,5,5,5,5,5,2015-12,5.25,17.36
6,6,6,6,6,6,2016-12,5.42,15.22
7,7,7,7,7,7,2017-12,6.31,4.99
8,8,8,8,8,8,2018-12,8.04,19.85
9,9,9,9,9,9,2019-12,6.84,17.9
10,10,10,10,10,10,TTM,0.0,17.9
