,FCFPS,ROIC
2010-12,-0.08,-0.33
2011-12,-4.83,9.83
2012-12,-0.36,7.76
2013-12,-0.02,14.48
2014-12,-2.75,31.17
2015-12,3.53,5.57
2016-12,0.93,15.04
2017-12,0.35,5.31
2018-12,1.96,8.4
2019-12,0.19,-0.76
TTM,0.0,-0.76
