,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2010-02,2.53,10.19
1,1,1,1,1,2011-02,-0.04,12.05
2,2,2,2,2,2012-02,0.75,7.74
3,3,3,3,3,2013-02,1.41,5.92
4,4,4,4,4,2014-02,1.65,3.16
5,5,5,5,5,2015-02,1.48,-10.08
6,6,6,6,6,2016-02,3.6,10.03
7,7,7,7,7,2017-02,1.88,0.7
8,8,8,8,8,2018-02,1.84,11.67
9,9,9,9,9,2019-02,1.71,12.54
10,10,10,10,10,TTM,0.0,11.96
