,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2009-12,1.41,6.54
1,1,1,1,1,1,2010-12,-2.12,9.71
2,2,2,2,2,2,2011-12,1.32,8.98
3,3,3,3,3,3,2012-12,0.0,9.01
4,4,4,4,4,4,2013-12,0.28,8.98
5,5,5,5,5,5,2014-12,4.48,6.26
6,6,6,6,6,6,2015-12,-1.16,0.9
7,7,7,7,7,7,2016-12,1.66,5.37
8,8,8,8,8,8,2017-12,0.34,2.94
9,9,9,9,9,9,2018-12,-1.62,-10.26
10,10,10,10,10,10,TTM,0.0,-14.19
