,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2010-10,0.0,0.0
1,1,1,1,1,2011-10,0.0,0.0
2,2,2,2,2,2012-10,0.0,64.44
3,3,3,3,3,2013-10,0.0,35.84
4,4,4,4,4,2014-10,2.61,18.73
5,5,5,5,5,2015-10,2.44,25.3
6,6,6,6,6,2016-10,1.49,14.98
7,7,7,7,7,2017-10,1.79,4.18
8,8,8,8,8,2018-10,1.32,5.05
9,9,9,9,9,2019-10,4.43,15.75
10,10,10,10,10,TTM,0.0,15.75
