,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2010-09,2.17,5.73
1,1,1,1,2011-09,0.0,2.18
2,2,2,2,2012-09,-0.33,18.58
3,3,3,3,2013-09,-3.6,6.74
4,4,4,4,2014-09,-2.02,6.44
5,5,5,5,2015-09,0.02,8.02
6,6,6,6,2016-09,1.4,8.88
7,7,7,7,2017-09,0.57,9.95
8,8,8,8,2018-09,1.99,12.81
9,9,9,9,2019-09,0.53,12.64
10,10,10,10,TTM,0.0,13.3
