,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,6.69
1,1,1,2010-12,3.18,9.53
2,2,2,2011-12,3.38,7.52
3,3,3,2012-12,1.63,3.13
4,4,4,2013-12,1.71,4.67
5,5,5,2014-12,0.23,3.06
6,6,6,2015-12,1.11,5.8
7,7,7,2016-12,0.1,5.71
8,8,8,2017-12,0.87,3.89
9,9,9,2018-12,0.87,3.91
10,10,10,TTM,0.0,4.0
