,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2010-09,0.07,-18.63
1,1,1,1,2011-09,-0.63,-28.02
2,2,2,2,2012-09,-0.93,-36.88
3,3,3,3,2013-09,-1.19,4.63
4,4,4,4,2014-09,-0.27,3.71
5,5,5,5,2015-09,-0.26,50.93
6,6,6,6,2016-09,-0.43,6.81
7,7,7,7,2017-09,-0.07,7.22
8,8,8,8,2018-09,-0.04,-15.34
9,9,9,9,2019-09,-0.83,-36.99
10,10,10,10,TTM,0.0,-32.43
