,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,3.49
1,1,1,2010-12,1.37,17.76
2,2,2,2011-12,1.53,8.8
3,3,3,2012-12,1.21,8.48
4,4,4,2013-12,1.05,8.31
5,5,5,2014-12,1.47,7.57
6,6,6,2015-12,-0.8,8.51
7,7,7,2016-12,0.21,3.02
8,8,8,2017-12,0.44,5.23
9,9,9,2018-12,1.22,11.19
10,10,10,TTM,0.0,11.7
