,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2010-01,0.0,0.0
1,1,1,1,2011-01,0.0,0.0
2,2,2,2,2012-01,0.0,0.0
3,3,3,3,2013-01,0.0,0.0
4,4,4,4,2014-01,0.0,44.36
5,5,5,5,2015-01,0.0,61.66
6,6,6,6,2016-01,0.42,40.69
7,7,7,7,2017-01,-0.53,20.5
8,8,8,8,2018-01,-1.03,17.65
9,9,9,9,2019-01,-0.42,13.96
10,10,10,10,TTM,0.0,5.65
