,FCFPS,ROIC
2009-12,0.0,0.0
2010-12,0.0,0.0
2011-12,0.0,0.0
2012-12,0.0,0.0
2013-12,0.0,0.0
2014-12,0.0,0.0
2015-12,-2.07,-233.95
2016-12,-5.05,-29.92
2017-12,-5.11,-24.37
2018-12,-1.6,-42.17
TTM,0.0,-34.96
