,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2009-12,0.0,14.65
1,1,2010-12,0.33,28.87
2,2,2011-12,0.81,21.7
3,3,2012-12,-0.1,8.76
4,4,2013-12,-0.2,7.99
5,5,2014-12,0.11,8.61
6,6,2015-12,0.9,6.21
7,7,2016-12,-0.52,5.1
8,8,2017-12,0.32,-4.7
9,9,2018-12,-0.48,0.65
10,10,TTM,0.0,1.31
