,FCFPS,ROIC
2009-12,0.0,11.97
2010-12,3.19,11.6
2011-12,3.27,11.23
2012-12,3.7,10.99
2013-12,4.32,11.43
2014-12,3.79,11.01
2015-12,3.53,6.47
2016-12,4.33,4.11
2017-12,4.63,1.4
2018-12,0.68,-2.88
TTM,0.0,-5.99
