,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2010-06,5.2,8.8
1,1,1,1,1,1,2011-06,3.13,11.96
2,2,2,2,2,2,2012-06,3.24,12.23
3,3,3,3,3,3,2013-06,3.22,3.52
4,4,4,4,4,4,2014-06,5.44,11.54
5,5,5,5,5,5,2015-06,6.33,10.99
6,6,6,6,6,6,2016-06,8.31,11.97
7,7,7,7,7,7,2017-06,1.95,8.79
8,8,8,8,8,8,2018-06,8.2,1.59
9,9,9,9,9,9,2019-06,8.01,9.26
10,10,10,10,10,10,TTM,0.0,-35.06
