,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2010-09,0.2,-1.87
1,1,1,2011-09,0.06,0.4
2,2,2,2012-09,-0.03,-7.77
3,3,3,2013-09,0.31,9.04
4,4,4,2014-09,0.58,10.02
5,5,5,2015-09,0.42,5.31
6,6,6,2016-09,0.66,8.89
7,7,7,2017-09,0.06,14.54
8,8,8,2018-09,0.36,12.06
9,9,9,2019-09,-0.01,7.66
10,10,10,TTM,0.0,10.98
