Date,ROIC,FCFPS
2010-12,21.13,0.0
2011-12,20.96,5.23
2012-12,20.48,5.43
2013-12,20.05,5.63
2014-12,23.1,7.3
2015-12,23.12,7.4
2016-12,23.22,8.63
2017-12,21.16,8.55
2018-12,22.23,7.47
2019-12,17.43,9.02
TTM,16.88,0.0
