,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2010-12,5.55,23.42
1,1,1,1,1,1,2011-12,7.84,23.23
2,2,2,2,2,2,2012-12,7.01,24.2
3,3,3,3,3,3,2013-12,10.18,23.52
4,4,4,4,4,4,2014-12,14.81,25.09
5,5,5,5,5,5,2015-12,14.16,22.97
6,6,6,6,6,6,2016-12,3.58,1.3
7,7,7,7,7,7,2017-12,7.42,12.74
8,8,8,8,8,8,2018-12,11.38,12.58
9,9,9,9,9,9,2019-12,12.37,7.93
10,10,10,10,10,10,TTM,0.0,7.93
