Date,ROIC,FCFPS
2010-06,38.75,2.48
2011-06,37.71,2.87
2012-06,23.25,3.24
2013-06,25.7,3.24
2014-06,21.79,2.69
2015-06,11.16,3.16
2016-06,14.81,2.93
2017-06,16.36,3.62
2018-06,11.49,4.3
2019-06,24.13,4.33
TTM,26.8,0.0
