,FCFPS,ROIC
2010-01,0.0,0.0
2011-01,0.0,0.0
2012-01,0.0,0.0
2013-01,0.0,0.0
2014-01,0.0,-7.01
2015-01,0.0,-6.13
2016-01,0.0,-10.87
2017-01,-0.47,-5.97
2018-01,-0.11,-4.1
2019-01,0.26,-5.7
TTM,0.0,-5.33
