,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2010-12,3.04,21.26
1,1,1,1,1,2011-12,5.84,31.88
2,2,2,2,2,2012-12,3.98,24.35
3,3,3,3,3,2013-12,7.06,17.96
4,4,4,4,4,2014-12,7.68,17.97
5,5,5,5,5,2015-12,6.83,15.45
6,6,6,6,6,2016-12,8.85,16.07
7,7,7,7,7,2017-12,9.01,11.52
8,8,8,8,8,2018-12,9.31,23.09
9,9,9,9,9,2019-12,15.96,22.88
10,10,10,10,10,TTM,0.0,22.88
