,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2010-05,-0.04,7.69
1,1,1,1,1,1,1,2011-05,1.91,9.2
2,2,2,2,2,2,2,2012-05,2.61,12.36
3,3,3,3,3,3,3,2013-05,4.12,8.68
4,4,4,4,4,4,4,2014-05,2.5,10.81
5,5,5,5,5,5,5,2015-05,4.18,5.63
6,6,6,6,6,6,6,2016-05,2.66,8.12
7,7,7,7,7,7,7,2017-05,-1.81,11.27
8,8,8,8,8,8,8,2018-05,-6.9,15.08
9,9,9,9,9,9,9,2019-05,5.27,2.73
10,10,10,10,10,10,10,TTM,0.0,0.17
