,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2010-12,0.0,0.0
1,1,1,1,2011-12,0.0,0.0
2,2,2,2,2012-12,0.0,0.0
3,3,3,3,2013-12,0.0,-0.84
4,4,4,4,2014-12,0.0,-1.09
5,5,5,5,2015-12,0.0,2.51
6,6,6,6,2016-12,1.18,3.16
7,7,7,7,2017-12,1.77,6.77
8,8,8,8,2018-12,2.1,6.03
9,9,9,9,2019-12,2.29,4.91
10,10,10,10,TTM,0.0,4.91
