,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2009-12,0.0,3.69
1,1,2010-12,1.59,8.29
2,2,2011-12,10.14,9.48
3,3,2012-12,11.67,11.78
4,4,2013-12,4.97,12.31
5,5,2014-12,0.58,-2.04
6,6,2015-12,4.25,0.49
7,7,2016-12,0.74,2.9
8,8,2017-12,4.07,2.67
9,9,2018-12,2.15,1.62
10,10,TTM,0.0,2.01
