,FCFPS,ROIC
2009-12,0.0,7.53
2010-12,1.13,9.25
2011-12,0.91,6.01
2012-12,-0.18,5.61
2013-12,-0.44,-0.35
2014-12,0.47,4.27
2015-12,0.81,0.76
2016-12,1.07,6.48
2017-12,0.74,3.92
2018-12,1.25,3.83
TTM,0.0,3.22
