,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2010-12,0,11.02
1,1,1,1,2011-12,0,17.02
2,2,2,2,2012-12,0,11.23
3,3,3,3,2013-12,0,10.71
4,4,4,4,2014-12,0,0.14
5,5,5,5,2015-12,0,8.81
6,6,6,6,2016-12,0,42.71
7,7,7,7,2017-12,0,-5.04
8,8,8,8,2018-12,0,15.89
9,9,9,9,2019-12,0,14.58
10,10,10,10,TTM,0,14.58
