,FCFPS,ROIC
2009-12,0.0,-31.22
2010-12,0.09,-2.58
2011-12,-0.27,5.67
2012-12,0.16,-3.26
2013-12,-0.42,-2.07
2014-12,-0.17,-8.56
2015-12,-0.06,1.57
2016-12,0.61,18.34
2017-12,0.53,5.89
2018-12,0.78,4.33
TTM,0.0,1.95
