,FCFPS,ROIC
2009-12,0,7.11
2010-12,0,7.37
2011-12,0,6.47
2012-12,0,6.71
2013-12,0,7.37
2014-12,0,7.16
2015-12,0,6.7
2016-12,0,6.72
2017-12,0,5.88
2018-12,0,6.66
TTM,0,6.59
