,FCFPS,ROIC
2010-01,0.0,36.47
2011-01,0.99,40.19
2012-01,0.88,42.46
2013-01,1.36,44.44
2014-01,0.97,41.1
2015-01,1.53,38.33
2016-01,1.89,37.1
2017-01,3.25,37.52
2018-01,3.49,40.98
2019-01,4.18,45.27
TTM,0.0,31.56
