,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2009-12,0.0,-0.64
1,1,2010-12,-50.92,5.79
2,2,2011-12,-51.81,3.6
3,3,2012-12,-76.56,8.51
4,4,2013-12,-76.79,3.06
5,5,2014-12,-88.49,4.64
6,6,2015-12,-88.34,5.68
7,7,2016-12,-102.23,3.59
8,8,2017-12,-111.51,4.96
9,9,2018-12,-116.17,3.45
10,10,TTM,0.0,3.05
