,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,0.0
1,1,1,2010-12,0.0,0.0
2,2,2,2011-12,0.0,11.87
3,3,3,2012-12,0.0,3.82
4,4,4,2013-12,-6.0,2.21
5,5,5,2014-12,-13.64,3.65
6,6,6,2015-12,-10.68,4.95
7,7,7,2016-12,-18.02,7.45
8,8,8,2017-12,1.79,6.5
9,9,9,2018-12,10.77,3.25
10,10,10,TTM,0.0,9.03
