,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,7.29
1,1,1,2010-12,0.67,3.73
2,2,2,2011-12,0.67,0.0
3,3,3,2012-12,-3.7,4.55
4,4,4,2013-12,-8.93,5.97
5,5,5,2014-12,-0.57,8.14
6,6,6,2015-12,-2.84,8.34
7,7,7,2016-12,-2.55,4.34
8,8,8,2017-12,-2.29,2.01
9,9,9,2018-12,0.4,1.97
10,10,10,TTM,0.0,1.63
