,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2010-06,0.92,5.08
1,1,1,1,2011-06,0.4,3.7
2,2,2,2,2012-06,-0.14,1.14
3,3,3,3,2013-06,0.17,1.05
4,4,4,4,2014-06,0.19,-1.0
5,5,5,5,2015-06,-0.34,-45.45
6,6,6,6,2016-06,-0.21,-24.1
7,7,7,7,2017-06,-0.32,-50.44
8,8,8,8,2018-06,-0.14,-23.66
9,9,9,9,2019-06,0.24,-8.84
10,10,10,10,TTM,0.0,-8.42
