,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2009-12,0.0,8.7
1,1,1,1,2010-12,0.44,11.32
2,2,2,2,2011-12,0.18,14.46
3,3,3,3,2012-12,1.15,16.22
4,4,4,4,2013-12,0.5,14.71
5,5,5,5,2014-12,0.35,9.32
6,6,6,6,2015-12,0.59,5.71
7,7,7,7,2016-12,0.05,-34.1
8,8,8,8,2017-12,0.49,1.17
9,9,9,9,2018-12,-0.41,-3.14
10,10,10,10,TTM,0.0,-2.57
