,FCFPS,ROIC
2009-12,0.0,4.71
2010-12,0.25,0.21
2011-12,1.24,4.36
2012-12,-0.34,2.38
2013-12,-0.8,-2.29
2014-12,0.17,4.78
2015-12,-0.19,8.95
2016-12,0.14,13.9
2017-12,0.92,10.3
2018-12,1.03,5.01
TTM,0.0,2.16
