,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2010-10,2.14,0
1,1,1,1,2011-10,-0.6,0
2,2,2,2,2012-10,7.23,0
3,3,3,3,2013-10,13.13,0
4,4,4,4,2014-10,15.34,0
5,5,5,5,2015-10,11.54,0
6,6,6,6,2016-10,21.47,0
7,7,7,7,2017-10,7.66,0
8,8,8,8,2018-10,10.8,0
9,9,9,9,2019-10,0.2,0
10,10,10,10,TTM,0.0,0
