,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,1.36
1,1,1,2010-12,0.78,10.55
2,2,2,2011-12,0.46,1.05
3,3,3,2012-12,0.29,12.92
4,4,4,2013-12,-0.33,6.8
5,5,5,2014-12,0.2,4.76
6,6,6,2015-12,0.69,6.49
7,7,7,2016-12,0.72,5.05
8,8,8,2017-12,0.61,1.27
9,9,9,2018-12,-0.26,11.06
10,10,10,TTM,0.0,10.16
