,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2009-12,0.0,25.64
1,1,2010-12,1.61,52.01
2,2,2011-12,1.68,50.16
3,3,2012-12,4.32,35.12
4,4,2013-12,4.45,20.74
5,5,2014-12,4.65,17.95
6,6,2015-12,5.05,33.42
7,7,2016-12,4.81,7.83
8,8,2017-12,5.17,11.25
9,9,2018-12,7.99,13.09
10,10,TTM,0.0,6.55
