,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2009-01,0.0,0.0
1,1,1,1,1,2010-01,0.0,0.0
2,2,2,2,2,2011-01,0.0,0.0
3,3,3,3,3,2012-01,0.0,0.0
4,4,4,4,4,2013-01,0.0,0.0
5,5,5,5,5,2014-01,0.0,0.0
6,6,6,6,6,2015-01,0.0,0.0
7,7,7,7,7,2017-01,0.0,8.88
8,8,8,8,8,2018-01,1.17,17.93
9,9,9,9,9,2019-01,0.94,10.13
10,10,10,10,10,TTM,0.0,-13.54
