,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2009-12,0.0,-19.74
1,1,2010-12,-0.06,5.25
2,2,2011-12,-0.06,8.8
3,3,2012-12,0.06,0.15
4,4,2013-12,0.06,0.12
5,5,2014-12,0.08,5.15
6,6,2015-12,0.16,-14.69
7,7,2016-12,0.0,6.91
8,8,2017-12,-0.13,17.65
9,9,2018-12,-0.22,19.68
10,10,TTM,0.0,20.53
