,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2009-12,0.0,3.21
1,1,1,1,1,2010-12,2.28,3.11
2,2,2,2,2,2011-12,1.3,3.54
3,3,3,3,3,2012-12,0.19,-13.5
4,4,4,4,4,2013-12,1.12,4.91
5,5,5,5,5,2014-12,1.25,5.1
6,6,6,6,6,2015-12,1.69,5.99
7,7,7,7,7,2016-12,1.45,15.3
8,8,8,8,8,2017-12,1.41,8.57
9,9,9,9,9,2018-12,2.4,5.66
10,10,10,10,10,TTM,0.0,6.27
