,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2010-12,1.8,7.15
1,1,1,1,1,1,1,2011-12,1.0,7.49
2,2,2,2,2,2,2,2012-12,1.81,6.6
3,3,3,3,3,3,3,2013-12,1.09,6.35
4,4,4,4,4,4,4,2014-12,-0.62,5.8
5,5,5,5,5,5,5,2015-12,1.01,6.39
6,6,6,6,6,6,6,2016-12,0.09,6.74
7,7,7,7,7,7,7,2017-12,-0.78,6.82
8,8,8,8,8,8,8,2018-12,1.18,5.79
9,9,9,9,9,9,9,2019-12,1.56,7.51
10,10,10,10,10,10,10,TTM,0.0,7.51
