,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2010-12,16.26,0
1,1,1,1,1,2011-12,11.62,0
2,2,2,2,2,2012-12,2.73,0
3,3,3,3,3,2013-12,0.82,0
4,4,4,4,4,2014-12,1.74,0
5,5,5,5,5,2015-12,1.75,0
6,6,6,6,6,2016-12,2.71,0
7,7,7,7,7,2017-12,2.38,0
8,8,8,8,8,2018-12,2.53,0
9,9,9,9,9,2019-12,2.33,0
10,10,10,10,10,TTM,0.0,0
