,FCFPS,ROIC
2010-06,0.0,0.0
2011-06,0.0,5.46
2012-06,0.0,-19.44
2013-06,0.59,4.71
2014-06,0.92,1.84
2015-06,0.6,-1.18
2016-06,0.44,1.46
2017-06,0.69,-6.38
2018-06,0.78,-13.53
2019-06,0.63,1.42
TTM,0.0,-1.62
