,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2010-03,0.0,8.93
1,1,1,2011-03,0.0,9.67
2,2,2,2012-03,0.0,13.2
3,3,3,2013-03,0.0,14.58
4,4,4,2014-03,0.4,11.42
5,5,5,2015-03,0.18,8.1
6,6,6,2016-03,0.2,9.39
7,7,7,2017-03,-0.15,6.57
8,8,8,2018-03,0.07,11.73
9,9,9,2019-03,0.33,11.71
10,10,10,TTM,0.0,13.27
