,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2009-12,0.0,-3.7
1,1,1,1,1,1,2010-12,0.03,-4.63
2,2,2,2,2,2,2011-12,0.54,3.92
3,3,3,3,3,3,2012-12,0.74,-28.53
4,4,4,4,4,4,2013-12,0.71,0.78
5,5,5,5,5,5,2014-12,0.6,0.17
6,6,6,6,6,6,2015-12,0.35,-0.63
7,7,7,7,7,7,2016-12,0.4,4.0
8,8,8,8,8,8,2017-12,0.44,1.92
9,9,9,9,9,9,2018-12,0.49,12.99
10,10,10,10,10,10,TTM,0.0,7.49
