,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2010-12,0.79,17.2
1,1,1,1,1,1,1,2011-12,0.8,16.05
2,2,2,2,2,2,2,2012-12,1.04,18.56
3,3,3,3,3,3,3,2013-12,1.48,20.71
4,4,4,4,4,4,4,2014-12,4.46,33.14
5,5,5,5,5,5,5,2015-12,1.95,17.05
6,6,6,6,6,6,6,2016-12,1.88,17.6
7,7,7,7,7,7,7,2017-12,3.0,14.58
8,8,8,8,8,8,8,2018-12,3.53,20.21
9,9,9,9,9,9,9,2019-12,3.81,24.14
10,10,10,10,10,10,10,TTM,0.0,24.14
