,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2009-12,0.0,7.24
1,1,1,1,2010-12,0.13,9.82
2,2,2,2,2011-12,4.45,0.0
3,3,3,3,2012-12,4.33,0.0
4,4,4,4,2013-12,2.55,0.0
5,5,5,5,2014-12,1.21,0.0
6,6,6,6,2015-12,1.93,0.0
7,7,7,7,2016-12,-1.83,0.0
8,8,8,8,2017-12,4.08,5.2
9,9,9,9,2018-12,3.97,8.87
10,10,10,10,TTM,0.0,8.0
