,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2010-12,1.28,9.94
1,1,1,2011-12,0.74,10.54
2,2,2,2012-12,1.95,10.87
3,3,3,2013-12,1.7,10.59
4,4,4,2014-12,-0.27,10.67
5,5,5,2015-12,-1.17,9.35
6,6,6,2016-12,0.7,7.8
7,7,7,2017-12,0.77,8.72
8,8,8,2018-12,1.38,8.85
9,9,9,2019-12,0.42,8.52
10,10,10,TTM,0.0,8.52
