,FCFPS,ROIC
2009-12,0.0,20.48
2010-12,0.12,-2.19
2011-12,-0.07,10.01
2012-12,0.42,14.64
2013-12,0.06,-22.2
2014-12,0.11,-2.34
2015-12,0.01,-6.58
2016-12,-0.12,-13.83
2017-12,-0.16,-13.83
2018-12,0.05,0.08
TTM,0.0,-4.26
